symbol,timestamp,open,high,low,close,volume,vwap,trade_count
AAPL,2026-05-01T08:00:00Z,278,279,278,278.73,3406,278.463,594
AAPL,2026-05-01T08:01:00Z,278.61,278.98,277.56,278.6,104381,278.221,3467
AAPL,2026-05-01T08:02:00Z,278.7,278.7,278.45,278.6,1688,278.547,55
AAPL,2026-05-01T08:03:00Z,278.62,278.78,278.51,278.78,3394,278.659,94
AAPL,2026-05-01T08:04:00Z,278.81,279,278.79,278.79,10418,278.939,156
AAPL,2026-05-01T08:05:00Z,278.96,279.55,278.93,279.55,15019,279.212,429
AAPL,2026-05-01T08:06:00Z,279.45,279.77,279.32,279.44,5847,279.397,216
AAPL,2026-05-01T08:07:00Z,279.37,279.75,277.71,278.18,6654,279.3,198
AAPL,2026-05-01T08:08:00Z,278.03,279.7,277.94,279.37,3668,279.431,116
AAPL,2026-05-01T08:09:00Z,279.3,279.3,279.17,279.17,829,279.223,39
AAPL,2026-05-01T08:10:00Z,279.15,279.37,279.15,279.175,1912,279.261,64
AAPL,2026-05-01T08:11:00Z,279.25,279.51,279.175,279.51,3576,279.437,76
AAPL,2026-05-01T08:12:00Z,279.7,279.7,279.54,279.55,1131,279.612,45
AAPL,2026-05-01T08:13:00Z,279.68,279.68,279.68,279.68,746,279.68,25
AAPL,2026-05-01T08:14:00Z,279.55,279.68,279.37,279.68,5537,279.501,174
AAPL,2026-05-01T08:15:00Z,279.6,279.75,279.6,279.75,1011,279.704,58
AAPL,2026-05-01T08:16:00Z,279.75,280.22,279.75,280.22,15380,279.943,336
AAPL,2026-05-01T08:17:00Z,280.211,280.211,280.05,280.2,4119,280.124,107
AAPL,2026-05-01T08:18:00Z,280.1,280.22,279.84,279.92,2593,280.018,95
AAPL,2026-05-01T08:19:00Z,279.97,280,279.97,280,392,279.985,32
AAPL,2026-05-01T08:20:00Z,280,280,279.75,280,5900,279.865,170
AAPL,2026-05-01T08:21:00Z,279.896,280,279.896,279.91,627,279.961,42
AAPL,2026-05-01T08:22:00Z,279.668,279.668,279.668,279.668,420,279.668,22
AAPL,2026-05-01T08:23:00Z,279.87,279.87,279.848,279.848,254,279.862,22
AAPL,2026-05-01T08:24:00Z,279.54,279.54,279.54,279.54,335,279.54,22
AAPL,2026-05-01T08:25:00Z,279.67,279.7,279.6,279.7,1061,279.661,45
AAPL,2026-05-01T08:26:00Z,279.99,279.99,279.93,279.93,1063,279.976,49
AAPL,2026-05-01T08:27:00Z,279.98,279.99,279.8,279.99,1604,279.932,82
AAPL,2026-05-01T08:28:00Z,279.91,279.99,279.65,279.7,4525,279.824,132
AAPL,2026-05-01T08:29:00Z,279.65,279.65,279.62,279.62,304,279.629,32
AAPL,2026-05-01T08:30:00Z,279.62,279.62,279.4,279.5,4028,279.531,165
AAPL,2026-05-01T08:31:00Z,279.5,279.53,279.47,279.47,984,279.499,37
AAPL,2026-05-01T08:32:00Z,279.47,279.47,279.37,279.382,1759,279.403,45
AAPL,2026-05-01T08:33:00Z,279.45,279.45,279.25,279.3,2808,279.35,67
AAPL,2026-05-01T08:34:00Z,279.3,279.32,279.11,279.11,2540,279.278,45
AAPL,2026-05-01T08:35:00Z,279.11,279.22,279.11,279.19,2065,279.206,51
AAPL,2026-05-01T08:36:00Z,279.12,279.22,278.85,278.85,10510,279.013,191
AAPL,2026-05-01T08:37:00Z,278.71,278.71,278.71,278.71,451,278.71,22
AAPL,2026-05-01T08:38:00Z,279,279.08,278.95,279.08,1504,278.998,49
AAPL,2026-05-01T08:39:00Z,279.1,279.1,279.1,279.1,140,279.1,9
AAPL,2026-05-01T08:42:00Z,278.93,279.08,278.91,279.08,2358,278.996,75
AAPL,2026-05-01T08:43:00Z,279.08,279.22,279.08,279.18,4047,279.159,97
AAPL,2026-05-01T08:44:00Z,279.243,279.243,279.243,279.243,74,279.243,10
AAPL,2026-05-01T08:45:00Z,279.02,279.02,279,279,3510,279.005,37
AAPL,2026-05-01T08:46:00Z,278.93,278.96,278.681,278.76,1670,278.828,50
AAPL,2026-05-01T08:47:00Z,278.76,278.88,278.71,278.88,744,278.763,20
AAPL,2026-05-01T08:48:00Z,278.88,278.88,278.88,278.88,269,278.88,17
AAPL,2026-05-01T08:49:00Z,278.71,278.71,278.66,278.66,3110,278.674,104
AAPL,2026-05-01T08:50:00Z,278.825,278.99,278.71,278.99,461,278.806,21
AAPL,2026-05-01T08:51:00Z,278.8,278.975,278.76,278.95,3266,278.922,76
AAPL,2026-05-01T08:52:00Z,279,279,278.65,278.65,1345,278.728,38
AAPL,2026-05-01T08:53:00Z,278.82,278.82,278.82,278.82,240,278.82,17
AAPL,2026-05-01T08:54:00Z,278.85,278.85,278.85,278.85,80,278.85,5
AAPL,2026-05-01T08:55:00Z,278.61,278.66,278.45,278.6,6659,278.522,178
AAPL,2026-05-01T08:56:00Z,278.7,278.77,278.7,278.77,931,278.765,18
AAPL,2026-05-01T08:57:00Z,278.78,278.99,278.78,278.99,232,278.896,10
AAPL,2026-05-01T08:58:00Z,278.836,278.836,278.7,278.7,297,278.772,11
AAPL,2026-05-01T08:59:00Z,278.78,278.78,278.78,278.78,560,278.78,41
AAPL,2026-05-01T09:00:00Z,278.88,278.88,278.78,278.78,420,278.853,28
AAPL,2026-05-01T09:01:00Z,278.8,278.89,278.78,278.85,819,278.826,50
AAPL,2026-05-01T09:02:00Z,278.85,278.938,278.85,278.865,519,278.86,34
AAPL,2026-05-01T09:03:00Z,278.75,278.75,278.67,278.67,311,278.706,23
AAPL,2026-05-01T09:04:00Z,278.84,278.84,278.35,278.45,2301,278.49,81
AAPL,2026-05-01T09:05:00Z,278.3,278.35,278.3,278.35,419,278.31,20
AAPL,2026-05-01T09:06:00Z,278.45,278.62,278.269,278.45,2332,278.446,50
AAPL,2026-05-01T09:07:00Z,278.36,278.441,278.24,278.43,650,278.323,22
AAPL,2026-05-01T09:08:00Z,278.22,278.28,278.15,278.15,727,278.193,70
AAPL,2026-05-01T09:09:00Z,278.39,278.62,278.39,278.51,1702,278.504,78
AAPL,2026-05-01T09:10:00Z,278.69,278.69,278.69,278.69,189,278.69,25
AAPL,2026-05-01T09:11:00Z,278.75,278.75,278.75,278.75,697,278.75,34
AAPL,2026-05-01T09:12:00Z,278.69,279.13,278.69,279.13,7629,278.884,202
AAPL,2026-05-01T09:13:00Z,279,279.15,279,279,814,279.036,22
AAPL,2026-05-01T09:14:00Z,279.03,279.03,278.86,279,1019,278.981,34
AAPL,2026-05-01T09:15:00Z,279.021,279.021,279,279,1470,279.008,50
AAPL,2026-05-01T09:16:00Z,279.04,279.05,279,279,5480,279.006,48
AAPL,2026-05-01T09:17:00Z,279.02,279.2,279,279.2,3986,279.177,120
AAPL,2026-05-01T09:18:00Z,279.29,279.5,279.29,279.44,1612,279.423,94
AAPL,2026-05-01T09:19:00Z,279.51,279.7,279.33,279.56,9051,279.56,142
AAPL,2026-05-01T09:20:00Z,279.56,280.05,279.5,280.04,8357,279.937,254
AAPL,2026-05-01T09:21:00Z,279.71,280.17,279.71,280.17,6377,280.04,131
AAPL,2026-05-01T09:22:00Z,280.06,280.48,280.06,280.48,5435,280.226,227
AAPL,2026-05-01T09:23:00Z,280.2,280.27,280,280.06,2346,280.091,98
AAPL,2026-05-01T09:24:00Z,279.81,280.18,279.81,279.827,2437,279.957,70
AAPL,2026-05-01T09:25:00Z,280.3,280.3,280.057,280.057,973,280.268,32
AAPL,2026-05-01T09:26:00Z,280.01,280.01,279.8,279.8,4200,279.913,70
AAPL,2026-05-01T09:27:00Z,279.96,280.3,279.95,280.11,5530,280.031,123
AAPL,2026-05-01T09:28:00Z,280.01,280.11,280,280,560,280.018,32
AAPL,2026-05-01T09:29:00Z,280,280.19,279.65,279.65,1104,279.96,35
AAPL,2026-05-01T09:30:00Z,279.88,279.88,279.67,279.67,330,279.8,11
AAPL,2026-05-01T09:31:00Z,279.973,279.973,279.91,279.91,632,279.962,9
AAPL,2026-05-01T09:32:00Z,279.82,279.82,279.57,279.57,545,279.656,59
AAPL,2026-05-01T09:33:00Z,279.5,280.03,279.5,279.8,10541,279.866,251
AAPL,2026-05-01T09:34:00Z,279.85,280.01,279.85,280.01,427,279.919,23
AAPL,2026-05-01T09:36:00Z,280,280,279.913,279.913,447,279.959,17
AAPL,2026-05-01T09:38:00Z,279.96,280.3,279.96,280.3,4527,280.145,148
AAPL,2026-05-01T09:39:00Z,280.3,280.45,280.3,280.3,3015,280.351,103
AAPL,2026-05-01T09:40:00Z,280.22,280.3,280.22,280.25,879,280.257,59
AAPL,2026-05-01T09:41:00Z,280.25,280.35,280.25,280.25,1224,280.309,41
AAPL,2026-05-01T09:42:00Z,280.23,280.3,280.23,280.28,1155,280.267,53
AAPL,2026-05-01T09:43:00Z,280.15,280.16,280.15,280.15,3933,280.152,37
AAPL,2026-05-01T09:44:00Z,280.165,280.18,280,280.11,2481,280.077,69
AAPL,2026-05-01T09:45:00Z,279.996,279.996,279.86,279.97,927,279.919,53
AAPL,2026-05-01T09:46:00Z,279.84,280.18,279.83,280.18,2697,279.979,67
AAPL,2026-05-01T09:47:00Z,280.07,280.07,279.79,279.79,847,279.904,46
AAPL,2026-05-01T09:49:00Z,279.83,280.02,279.83,280.02,1690,279.974,86
AAPL,2026-05-01T09:50:00Z,279.94,279.94,279.94,279.94,255,279.94,17
AAPL,2026-05-01T09:51:00Z,279.9,279.9,279.79,279.79,582,279.847,45
AAPL,2026-05-01T09:52:00Z,279.76,280.03,279.76,280,3287,279.905,117
AAPL,2026-05-01T09:53:00Z,280,280.06,280,280,1015,280.013,84
