symbol,timestamp,open,high,low,close,volume,vwap,trade_count
AAPL,2026-06-04T08:51:00Z,312.37,312.48,312.27,312.48,1854,312.44,59
AAPL,2026-06-04T08:52:00Z,312.46,312.6,312.46,312.6,1050,312.492,31
AAPL,2026-06-04T08:53:00Z,312.51,312.59,312.5,312.59,665,312.515,32
AAPL,2026-06-04T08:54:00Z,312.59,312.77,312.58,312.77,1506,312.665,80
AAPL,2026-06-04T08:56:00Z,312.54,312.54,312.52,312.52,552,312.533,26
AAPL,2026-06-04T08:58:00Z,312.8,312.8,312.8,312.8,223,312.8,14
AAPL,2026-06-04T08:59:00Z,312.8,312.8,312.8,312.8,485,312.8,12
AAPL,2026-06-04T09:00:00Z,312.69,312.76,312.69,312.74,933,312.707,54
AAPL,2026-06-04T09:01:00Z,312.73,312.78,312.68,312.68,2509,312.72,66
AAPL,2026-06-04T09:02:00Z,312.6,312.7,312.6,312.7,5683,312.685,45
AAPL,2026-06-04T09:03:00Z,312.68,312.68,312.68,312.68,788,312.68,49
AAPL,2026-06-04T09:04:00Z,312.77,312.98,312.71,312.98,2040,312.793,92
AAPL,2026-06-04T09:05:00Z,312.94,312.94,312.76,312.76,718,312.811,42
AAPL,2026-06-04T09:06:00Z,313,313.28,312.98,313.28,2333,313.037,98
AAPL,2026-06-04T09:07:00Z,313.25,313.3,313.053,313.2,2034,313.241,93
AAPL,2026-06-04T09:08:00Z,313.3,313.3,313.26,313.26,1429,313.294,77
AAPL,2026-06-04T09:09:00Z,313.24,313.24,313.19,313.21,1414,313.201,59
AAPL,2026-06-04T09:10:00Z,313.11,313.11,313.11,313.11,829,313.11,53
AAPL,2026-06-04T09:11:00Z,313.26,313.3,313.26,313.3,2460,313.272,139
AAPL,2026-06-04T09:12:00Z,313.3,313.76,313.3,313.75,5061,313.413,173
AAPL,2026-06-04T09:13:00Z,313.88,314,313.88,313.99,3244,313.976,128
AAPL,2026-06-04T09:14:00Z,313.82,314.36,313.82,314.34,2629,313.888,125
AAPL,2026-06-04T09:15:00Z,314.05,314.29,314.05,314.28,1243,314.181,73
AAPL,2026-06-04T09:16:00Z,314.06,314.31,313.98,314.02,2335,314.204,82
AAPL,2026-06-04T09:17:00Z,313.72,313.78,313.68,313.7,2407,313.71,74
AAPL,2026-06-04T09:18:00Z,313.59,313.97,313.59,313.97,1956,313.734,78
AAPL,2026-06-04T09:19:00Z,314.01,314.36,313.87,314.36,3092,314.225,153
AAPL,2026-06-04T09:20:00Z,314.23,314.46,314,314.04,2460,314.13,104
AAPL,2026-06-04T09:21:00Z,313.98,313.98,313.95,313.96,882,313.964,52
AAPL,2026-06-04T09:22:00Z,313.77,314,313.77,314,895,313.856,48
AAPL,2026-06-04T09:23:00Z,313.97,313.97,313.68,313.7,3404,313.724,58
AAPL,2026-06-04T09:24:00Z,313.7,313.7,313.62,313.62,773,313.659,37
AAPL,2026-06-04T09:25:00Z,313.4,313.5,313.39,313.5,841,313.427,30
AAPL,2026-06-04T09:26:00Z,313.51,313.53,313.48,313.52,1615,313.512,66
AAPL,2026-06-04T09:27:00Z,313.58,313.7,313.58,313.7,659,313.645,56
AAPL,2026-06-04T09:28:00Z,313.59,313.59,313.58,313.58,260,313.586,17
AAPL,2026-06-04T09:29:00Z,313.6,313.6,313.57,313.58,457,313.585,20
AAPL,2026-06-04T09:30:00Z,313.58,313.58,313.517,313.58,1129,313.566,52
AAPL,2026-06-04T09:31:00Z,313.5,313.51,313.5,313.51,427,313.505,33
AAPL,2026-06-04T09:32:00Z,313.47,313.48,313.47,313.48,563,313.474,13
AAPL,2026-06-04T09:33:00Z,313.36,313.36,313.36,313.36,171,313.36,8
AAPL,2026-06-04T09:34:00Z,313.43,313.44,313.41,313.42,574,313.425,28
AAPL,2026-06-04T09:35:00Z,313.385,313.385,313.385,313.385,239,313.385,11
AAPL,2026-06-04T09:36:00Z,313.37,313.37,313.34,313.34,617,313.346,19
AAPL,2026-06-04T09:37:00Z,313.2,313.38,313.2,313.26,970,313.278,36
AAPL,2026-06-04T09:38:00Z,313.26,313.26,313.25,313.25,235,313.257,16
AAPL,2026-06-04T09:39:00Z,313.29,313.33,313.28,313.33,1394,313.314,45
AAPL,2026-06-04T09:40:00Z,313.23,313.28,313.23,313.26,767,313.268,26
